dataset,episode_id,failure_class,is_content,det_esn_cusum_max,det_delta_mahalanobis,det_hybrid_weighted50,det_grounding,det_hybrid_weighted_g,det_hybrid_content_gate,det_hybrid_adaptive,det_hybrid_logistic,det_hybrid_logistic_g,det_joint_budget
langgraph7b,langgraph-context_corruption-009,context_corruption,True,False,True,False,False,False,False,False,True,True,False
langgraph7b,langgraph-context_corruption-010,context_corruption,True,True,False,True,False,False,True,False,False,False,False
langgraph7b,langgraph-context_corruption-011,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-012,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-013,context_corruption,True,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-context_corruption-014,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-015,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-016,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-017,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-018,context_corruption,True,True,False,False,True,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-019,context_corruption,True,False,True,False,False,False,False,False,True,False,False
langgraph7b,langgraph-context_corruption-020,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-021,context_corruption,True,True,True,True,True,True,True,True,True,True,True
langgraph7b,langgraph-context_corruption-022,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-023,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-024,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-025,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-026,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-027,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-028,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-029,context_corruption,True,False,True,False,False,False,False,False,True,False,False
langgraph7b,langgraph-context_corruption-030,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-032,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-033,context_corruption,True,False,True,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-034,context_corruption,True,False,False,False,False,False,False,False,False,False,False
langgraph7b,langgraph-context_corruption-035,context_corruption,True,False,False,False,False,False,False,False,False,False,False
real_research7b,real-looping-000,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-001,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-002,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-003,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-004,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-005,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-006,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-007,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-008,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-009,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-010,looping,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-looping-011,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-012,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-013,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-014,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-015,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-016,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-017,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-018,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-019,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-020,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-looping-021,looping,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-tool_cascade-000,tool_cascade,False,True,False,True,False,True,True,True,False,False,True
real_research7b,real-tool_cascade-001,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-tool_cascade-002,tool_cascade,False,True,True,True,False,True,True,True,True,False,True
real_research7b,real-tool_cascade-003,tool_cascade,False,True,True,True,False,True,True,True,True,False,True
real_research7b,real-tool_cascade-004,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-tool_cascade-005,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-tool_cascade-006,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-tool_cascade-007,tool_cascade,False,True,True,True,False,True,True,True,True,False,True
real_research7b,real-tool_cascade-008,tool_cascade,False,True,True,True,False,True,True,True,False,False,True
real_research7b,real-tool_cascade-009,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-tool_cascade-010,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-tool_cascade-011,tool_cascade,False,False,True,False,False,False,False,False,True,False,False
real_research7b,real-tool_cascade-012,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-tool_cascade-013,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-tool_cascade-014,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-tool_cascade-015,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-tool_cascade-016,tool_cascade,False,True,True,True,False,True,True,True,True,False,True
real_research7b,real-tool_cascade-017,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-tool_cascade-018,tool_cascade,False,True,True,True,False,True,True,True,True,False,True
real_research7b,real-tool_cascade-019,tool_cascade,False,False,True,False,False,False,False,False,True,False,False
real_research7b,real-tool_cascade-020,tool_cascade,False,False,True,False,False,False,False,False,False,False,False
real_research7b,real-tool_cascade-021,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-rate_limit-000,rate_limit,False,True,True,True,False,True,True,True,True,False,True
real_research7b,real-rate_limit-001,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-rate_limit-002,rate_limit,False,False,True,False,False,False,False,False,True,False,False
real_research7b,real-rate_limit-003,rate_limit,False,False,True,False,False,False,False,False,True,False,False
real_research7b,real-rate_limit-004,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-rate_limit-005,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-rate_limit-006,rate_limit,False,False,True,False,False,False,False,False,True,False,False
real_research7b,real-rate_limit-007,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-rate_limit-009,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-rate_limit-010,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-rate_limit-011,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-rate_limit-013,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-rate_limit-014,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-rate_limit-015,rate_limit,False,True,True,True,False,True,True,True,True,False,True
real_research7b,real-rate_limit-016,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-rate_limit-017,rate_limit,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-rate_limit-018,rate_limit,False,False,True,False,False,False,False,False,True,False,False
real_research7b,real-rate_limit-020,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-rate_limit-021,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-timeout-000,timeout,False,True,False,False,False,False,False,False,False,False,False
real_research7b,real-timeout-001,timeout,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-timeout-002,timeout,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-timeout-003,timeout,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-timeout-004,timeout,False,True,False,True,False,True,True,True,False,False,True
real_research7b,real-timeout-005,timeout,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-timeout-006,timeout,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-timeout-007,timeout,False,True,True,True,False,True,True,True,True,False,True
real_research7b,real-timeout-008,timeout,False,False,True,False,False,False,False,False,False,False,False
real_research7b,real-timeout-009,timeout,False,True,False,True,False,True,True,True,False,True,True
real_research7b,real-timeout-010,timeout,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-timeout-011,timeout,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-timeout-012,timeout,False,False,True,False,False,False,False,False,True,False,False
real_research7b,real-timeout-013,timeout,False,True,True,True,False,True,True,True,True,False,True
real_research7b,real-timeout-014,timeout,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-timeout-015,timeout,False,True,True,True,False,True,True,True,True,True,True
real_research7b,real-timeout-016,timeout,False,False,True,False,False,False,False,False,True,False,False
real_research7b,real-timeout-019,timeout,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-timeout-020,timeout,False,True,False,True,False,True,True,True,False,False,True
real_research7b,real-timeout-021,timeout,False,False,True,False,False,False,False,False,True,False,False
real_research7b,real-wrong_document-000,wrong_document,True,True,False,True,True,True,True,True,False,True,True
real_research7b,real-wrong_document-001,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-002,wrong_document,True,False,True,False,True,False,False,False,True,False,False
real_research7b,real-wrong_document-003,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-004,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-005,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-006,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-007,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-008,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-009,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-010,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-011,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-012,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-013,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-014,wrong_document,True,True,False,True,True,True,True,True,False,False,True
real_research7b,real-wrong_document-015,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-016,wrong_document,True,True,False,True,True,True,True,True,False,False,True
real_research7b,real-wrong_document-017,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-018,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-019,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-020,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-wrong_document-021,wrong_document,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-malformed_json-000,malformed_json,True,False,False,False,True,True,True,True,False,True,True
real_research7b,real-malformed_json-001,malformed_json,True,False,False,False,True,True,True,True,False,True,True
real_research7b,real-malformed_json-002,malformed_json,True,False,False,False,True,True,True,True,False,False,True
real_research7b,real-malformed_json-003,malformed_json,True,False,False,False,True,True,True,True,False,True,True
real_research7b,real-malformed_json-004,malformed_json,True,False,False,False,False,False,False,False,False,False,False
real_research7b,real-malformed_json-005,malformed_json,True,False,False,False,False,False,False,False,False,False,False
real_research7b,real-malformed_json-006,malformed_json,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-malformed_json-007,malformed_json,True,False,False,False,True,True,True,True,False,True,True
real_research7b,real-malformed_json-008,malformed_json,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-malformed_json-009,malformed_json,True,False,False,False,True,True,True,True,False,True,True
real_research7b,real-malformed_json-010,malformed_json,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-malformed_json-011,malformed_json,True,False,False,False,True,True,True,True,False,True,True
real_research7b,real-malformed_json-012,malformed_json,True,False,False,False,False,False,False,False,False,False,False
real_research7b,real-malformed_json-013,malformed_json,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-malformed_json-014,malformed_json,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-malformed_json-015,malformed_json,True,False,False,False,True,True,True,True,False,True,True
real_research7b,real-malformed_json-016,malformed_json,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-malformed_json-017,malformed_json,True,True,False,True,True,True,True,True,False,True,True
real_research7b,real-malformed_json-018,malformed_json,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-malformed_json-019,malformed_json,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-malformed_json-020,malformed_json,True,False,False,False,False,True,True,True,False,True,True
real_research7b,real-malformed_json-021,malformed_json,True,False,False,False,True,True,True,True,False,True,True
real_research7b,real-context_corruption-000,context_corruption,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-context_corruption-001,context_corruption,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-context_corruption-002,context_corruption,True,False,False,False,False,False,False,False,False,False,False
real_research7b,real-context_corruption-003,context_corruption,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-context_corruption-004,context_corruption,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-context_corruption-005,context_corruption,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-context_corruption-006,context_corruption,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-context_corruption-007,context_corruption,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-context_corruption-008,context_corruption,True,False,False,False,False,False,False,False,False,False,False
real_research7b,real-context_corruption-009,context_corruption,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-context_corruption-010,context_corruption,True,True,False,True,True,True,True,True,False,False,True
real_research7b,real-context_corruption-011,context_corruption,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-context_corruption-012,context_corruption,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-context_corruption-013,context_corruption,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-context_corruption-014,context_corruption,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-context_corruption-015,context_corruption,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-context_corruption-016,context_corruption,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-context_corruption-017,context_corruption,True,False,False,False,True,False,False,False,False,False,False
real_research7b,real-context_corruption-018,context_corruption,True,False,False,False,False,False,False,False,False,False,False
real_research7b,real-context_corruption-019,context_corruption,True,False,False,False,False,False,False,False,False,False,False
real_research7b,real-context_corruption-020,context_corruption,True,False,False,False,False,False,False,False,False,False,False
real_research7b,real-context_corruption-021,context_corruption,True,False,False,False,True,False,True,False,False,False,False
real_research7b,real-goal_drift-000,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-001,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-002,goal_drift,False,False,True,False,True,False,False,False,True,True,False
real_research7b,real-goal_drift-003,goal_drift,False,False,True,False,False,False,False,False,True,True,False
real_research7b,real-goal_drift-004,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-005,goal_drift,False,False,True,False,False,False,False,False,True,True,False
real_research7b,real-goal_drift-006,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-007,goal_drift,False,False,True,False,False,False,False,False,True,True,False
real_research7b,real-goal_drift-008,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-009,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-010,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-011,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-012,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-013,goal_drift,False,False,True,False,False,False,False,False,True,True,False
real_research7b,real-goal_drift-014,goal_drift,False,True,True,True,True,True,True,True,True,True,True
real_research7b,real-goal_drift-015,goal_drift,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-goal_drift-016,goal_drift,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-goal_drift-017,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-018,goal_drift,False,False,False,False,False,False,False,False,False,False,False
real_research7b,real-goal_drift-019,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-020,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b,real-goal_drift-021,goal_drift,False,False,False,False,True,False,False,False,False,False,False
real_research7b_long,real-looping-000,looping,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-looping-001,looping,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-looping-002,looping,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-looping-003,looping,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-looping-004,looping,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-looping-005,looping,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-tool_cascade-000,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-tool_cascade-001,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-tool_cascade-002,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-tool_cascade-003,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-tool_cascade-004,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-tool_cascade-005,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-rate_limit-000,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-rate_limit-001,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-rate_limit-002,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-rate_limit-003,rate_limit,False,True,True,True,False,True,True,True,True,False,True
real_research7b_long,real-rate_limit-004,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-rate_limit-005,rate_limit,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-timeout-000,timeout,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-timeout-001,timeout,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-timeout-002,timeout,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-timeout-003,timeout,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-timeout-004,timeout,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-timeout-005,timeout,False,True,True,True,False,True,True,True,True,True,True
real_research7b_long,real-wrong_document-000,wrong_document,True,False,True,False,False,False,False,False,False,False,False
real_research7b_long,real-wrong_document-001,wrong_document,True,False,False,False,False,False,False,False,False,False,False
real_research7b_long,real-wrong_document-002,wrong_document,True,False,False,False,False,False,False,False,False,False,False
real_research7b_long,real-wrong_document-003,wrong_document,True,False,False,False,False,False,False,False,True,True,False
real_research7b_long,real-wrong_document-004,wrong_document,True,False,True,False,False,False,False,False,False,False,False
real_research7b_long,real-wrong_document-005,wrong_document,True,False,False,False,False,False,False,False,False,False,False
real_research7b_long,real-malformed_json-000,malformed_json,True,False,True,False,False,True,True,True,True,False,True
real_research7b_long,real-malformed_json-001,malformed_json,True,False,True,False,False,True,True,True,True,False,True
real_research7b_long,real-malformed_json-002,malformed_json,True,False,False,False,True,True,True,True,False,True,True
real_research7b_long,real-malformed_json-003,malformed_json,True,False,False,False,True,True,True,True,False,True,True
real_research7b_long,real-malformed_json-004,malformed_json,True,False,False,False,True,True,True,True,False,True,True
real_research7b_long,real-malformed_json-005,malformed_json,True,False,True,False,False,True,True,True,True,False,True
real_research7b_long,real-context_corruption-000,context_corruption,True,False,False,False,False,True,True,True,False,False,True
real_research7b_long,real-context_corruption-001,context_corruption,True,False,False,False,False,True,True,True,False,False,True
real_research7b_long,real-context_corruption-002,context_corruption,True,False,False,False,False,True,True,True,False,False,True
real_research7b_long,real-context_corruption-003,context_corruption,True,False,False,False,False,True,True,True,False,False,True
real_research7b_long,real-context_corruption-004,context_corruption,True,False,False,False,False,True,True,True,False,False,True
real_research7b_long,real-context_corruption-005,context_corruption,True,False,False,False,False,False,True,False,False,False,False
real_research3b,real-looping-000,looping,False,False,True,False,False,False,False,False,False,True,False
real_research3b,real-looping-001,looping,False,True,False,True,True,True,True,True,True,True,True
real_research3b,real-looping-002,looping,False,True,False,True,False,True,True,True,True,True,True
real_research3b,real-looping-003,looping,False,True,False,False,False,False,False,False,False,False,False
real_research3b,real-looping-004,looping,False,True,False,True,False,True,True,True,True,True,True
real_research3b,real-looping-005,looping,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-tool_cascade-000,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-tool_cascade-001,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-tool_cascade-002,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-tool_cascade-003,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-tool_cascade-004,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
real_research3b,real-tool_cascade-005,tool_cascade,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-rate_limit-000,rate_limit,False,True,False,False,False,False,False,False,False,False,False
real_research3b,real-rate_limit-001,rate_limit,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-rate_limit-002,rate_limit,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-rate_limit-003,rate_limit,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-rate_limit-004,rate_limit,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-rate_limit-005,rate_limit,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-timeout-000,timeout,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-timeout-001,timeout,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-timeout-002,timeout,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-timeout-003,timeout,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-timeout-004,timeout,False,False,True,False,False,False,False,False,False,False,False
real_research3b,real-timeout-005,timeout,False,True,False,True,False,True,True,True,False,False,True
real_research3b,real-wrong_document-000,wrong_document,True,False,False,False,False,False,False,False,False,False,False
real_research3b,real-wrong_document-001,wrong_document,True,True,True,True,False,True,True,True,True,True,True
real_research3b,real-wrong_document-002,wrong_document,True,False,False,False,False,False,False,False,False,False,False
real_research3b,real-wrong_document-004,wrong_document,True,False,False,False,False,False,False,False,False,False,False
real_research3b,real-wrong_document-005,wrong_document,True,False,False,False,False,False,False,False,False,False,False
real_research3b,real-malformed_json-000,malformed_json,True,True,False,True,True,True,True,True,True,True,True
real_research3b,real-malformed_json-001,malformed_json,True,True,False,True,True,True,True,True,True,True,True
real_research3b,real-malformed_json-002,malformed_json,True,True,False,True,False,True,True,True,False,False,True
real_research3b,real-malformed_json-003,malformed_json,True,False,False,False,False,False,False,False,False,False,False
real_research3b,real-malformed_json-004,malformed_json,True,False,True,False,True,False,False,False,False,True,False
real_research3b,real-malformed_json-005,malformed_json,True,False,False,False,True,False,True,False,False,False,False
real_research3b,real-context_corruption-000,context_corruption,True,True,False,True,False,True,True,True,True,True,True
real_research3b,real-context_corruption-001,context_corruption,True,False,False,False,False,False,False,False,False,False,False
real_research3b,real-context_corruption-002,context_corruption,True,False,False,False,False,False,False,False,False,False,False
real_research3b,real-context_corruption-003,context_corruption,True,False,True,False,False,False,False,False,True,True,False
real_research3b,real-context_corruption-004,context_corruption,True,False,False,False,False,False,False,False,False,False,False
real_research3b,real-context_corruption-005,context_corruption,True,False,False,False,False,False,False,False,False,False,False
real_research3b,real-goal_drift-000,goal_drift,False,True,False,True,False,True,True,True,True,True,True
real_research3b,real-goal_drift-001,goal_drift,False,True,False,True,True,True,True,True,False,True,True
real_research3b,real-goal_drift-002,goal_drift,False,False,False,False,False,False,False,False,False,False,False
real_research3b,real-goal_drift-003,goal_drift,False,True,False,True,False,True,True,True,True,True,True
real_research3b,real-goal_drift-005,goal_drift,False,True,False,True,True,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-001,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-002,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-007,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-010,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-011,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-013,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-017,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-020,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-024,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-027,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-028,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-031,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-035,tool_cascade,False,False,True,False,False,False,False,False,True,True,False
ollama_llama8b,real-tool_cascade-036,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-037,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-039,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-041,tool_cascade,False,False,True,False,False,False,False,False,True,False,False
ollama_llama8b,real-tool_cascade-044,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-046,tool_cascade,False,False,True,False,False,False,False,False,True,False,False
ollama_llama8b,real-tool_cascade-051,tool_cascade,False,True,True,True,True,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-053,tool_cascade,False,False,True,False,False,False,False,False,True,False,False
ollama_llama8b,real-tool_cascade-054,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-tool_cascade-058,tool_cascade,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-looping-001,looping,False,True,True,True,True,True,True,True,True,True,True
ollama_llama8b,real-looping-002,looping,False,True,True,True,False,True,True,True,True,True,True
ollama_llama8b,real-looping-007,looping,False,True,True,True,True,True,True,True,True,True,True
ollama_llama8b,real-looping-010,looping,False,True,True,True,True,True,True,True,True,True,True
ollama_llama8b,real-looping-011,looping,False,True,True,True,True,True,True,True,True,True,True
ollama_llama8b,real-looping-013,looping,False,True,True,True,True,True,True,True,True,True,True
